POS,PLAYER,Pts,Mat,Wkts,Dots,4s,6s,Catches,Stumpings,team_name,nationality,year
33,RajatBhatia,153.5,17,13,83,4,0,6,0,KKR,Indian,2012
34,RobinUthappa,152.5,16,0,0,38,10,6,3,PWI,Indian,2012
35,BenHilfenhaus,152.0,9,14,103,0,0,0,0,CSK,Overseas,2012
36,MuraliVijay,147.5,14,0,0,39,10,6,0,CSK,Indian,2012
37,RPSingh,145.5,11,10,103,0,0,3,0,MI,Indian,2012
38,SiddharthTrivedi,145.5,14,13,90,0,0,4,0,RR,Indian,2012
39,BrettLee,145.0,10,7,99,2,4,1,0,KKR,Overseas,2012
40,KevinPietersen,142.5,8,0,10,22,20,3,0,DD,Overseas,2012
41,AshishNehra,142.5,13,11,99,1,0,1,0,PWI,Indian,2012
42,FafduPlessis,142.0,13,0,0,29,17,4,0,CSK,Overseas,2012
43,ShaunMarsh,142.0,13,0,0,39,7,8,0,KXIP,Overseas,2012
44,BrendonMcCullum,140.5,12,0,0,37,3,9,6,KKR,Overseas,2012
45,ABdeVilliers,140.0,16,0,0,26,15,4,5,RCB,Overseas,2012
46,AmitMishra,139.5,14,13,89,1,0,1,0,DC,Indian,2012
47,JohanBotha,139.5,11,9,87,4,1,3,0,RR,Overseas,2012
48,MuttiahMuralitharan,139.5,10,15,82,0,0,2,0,RCB,Overseas,2012
49,ShakibAlHasan,138.0,8,12,68,6,3,1,0,KKR,Overseas,2012
50,ViratKohli,137.0,16,0,2,33,10,7,0,RCB,Indian,2012
51,NamanOjha,135.5,18,0,0,21,13,13,2,DD,Indian,2012
52,DanChristian,135.0,7,8,51,8,6,6,0,DC,Overseas,2012
53,SteveSmith,134.0,15,0,0,24,14,10,0,PWI,Overseas,2012
54,HarshalPatel,132.0,12,9,78,1,0,8,0,RCB,Indian,2012
55,MSDhoni,131.5,19,0,0,26,9,12,2,CSK,Indian,2012
56,MarlonSamuels,129.0,8,8,66,7,5,0,0,PWI,Overseas,2012
57,OwaisShah,128.5,13,0,0,24,16,5,0,RR,Overseas,2012
58,LakshmipathyBalaji,125.0,8,11,84,0,0,1,0,KKR,Indian,2012
59,BhuvneshwarKumar,124.0,11,8,86,4,0,0,0,PWI,Indian,2012
60,ShahbazNadeem,123.5,12,8,88,0,0,3,0,DD,Indian,2012
61,MahelaJayawardene,123.0,16,0,0,39,3,6,0,DD,Overseas,2012
62,MayankAgarwal,122.5,16,0,0,19,15,9,0,RCB,Indian,2012
63,DavidWarner,121.5,8,0,0,28,14,1,0,DD,Overseas,2012
64,SouravGanguly,121.0,15,2,10,30,4,6,0,PWI,Indian,2012
65,TillakaratneDilshan,119.0,10,0,9,33,5,4,0,RCB,Overseas,2012
66,ShadabJakati,117.5,15,9,76,0,0,4,0,CSK,Indian,2012
67,JamesFranklin,114.5,12,6,25,15,6,4,0,MI,Overseas,2012
68,YusufPathan,113.5,17,3,46,10,7,3,0,KKR,Indian,2012
69,BradHogg,113.0,9,10,73,1,0,1,0,RR,Overseas,2012
70,JPDuminy,111.5,9,1,22,13,11,6,0,DC,Overseas,2012
71,SachinTendulkar,111.5,13,0,0,39,4,0,0,MI,Indian,2012
72,KevonCooper,110.0,6,10,52,3,3,2,0,RR,Overseas,2012
73,JesseRyder,109.0,11,1,10,23,8,4,0,PWI,Overseas,2012
74,RahulSharma,108.5,11,9,72,0,0,2,0,PWI,Indian,2012
75,AngeloMathews,108.5,9,7,50,5,4,3,0,PWI,Overseas,2012
76,MichaelHussey,108.0,8,0,0,28,8,4,0,CSK,Overseas,2012
77,DwayneSmith,107.0,7,2,28,18,7,1,0,MI,Overseas,2012
78,AmbatiRayudu,106.5,17,0,0,21,14,2,0,MI,Indian,2012
79,VeerPratapSingh,106.0,9,10,71,0,0,0,0,DC,Indian,2012
80,MuraliKartik,106.0,11,4,76,1,1,4,0,PWI,Indian,2012
81,VarunAaron,103.5,8,8,73,0,0,1,0,DD,Indian,2012
82,DanielVettori,102.0,9,5,66,3,1,3,0,RCB,Overseas,2012
83,PragyanOjha,100.0,9,9,66,0,0,1,0,MI,Indian,2012
84,DineshKarthik,99.5,17,0,0,30,2,5,2,MI,Indian,2012
85,BradHodge,99.5,12,1,2,18,9,7,0,RR,Overseas,2012
86,AshishReddy,98.0,9,10,52,3,1,0,0,DC,Indian,2012
87,AmitSingh,95.5,9,10,58,0,0,1,0,RR,Indian,2012
88,ManvinderBisla,95.0,7,0,0,16,10,6,2,KKR,Indian,2012
89,AshokDinda,95.0,7,9,61,0,0,1,0,PWI,Indian,2012
90,PawanNegi,92.0,8,7,49,4,1,2,0,DD,Indian,2012
91,AnkeetChavan,89.5,8,7,55,2,0,2,0,RR,Indian,2012
92,KumarSangakkara,89.0,12,0,0,21,4,9,0,DC,Overseas,2012
93,ShaunTait,88.5,6,6,65,0,0,1,0,RR,Overseas,2012
94,ManojTiwary,88.0,16,0,0,21,3,10,0,KKR,Indian,2012
95,RyanHarris,87.0,5,8,48,1,1,2,0,KXIP,Overseas,2012
96,AnkitSharma,83.0,9,4,62,0,2,0,0,DC,Indian,2012
97,AshokMenaria,81.5,15,1,10,14,8,2,0,RR,Indian,2012
98,PankajSingh,81.5,6,7,57,0,0,0,0,RR,Indian,2012
99,DougBollinger,79.0,6,8,46,0,0,2,0,CSK,Overseas,2012
100,AdamGilchrist,79.0,7,0,0,21,4,5,0,KXIP,Overseas,2012
101,ParthivPatel,76.5,14,0,0,19,4,5,1,DC,Indian,2012
102,WayneParnell,76.0,6,5,51,2,0,1,0,PWI,Overseas,2012
103,NitinSaini,72.5,10,0,0,16,0,11,2,KXIP,Indian,2012
104,IqbalAbdulla,72.5,9,4,46,0,0,5,0,KKR,Indian,2012
105,SubramaniamBadrinath,72.0,15,0,0,23,2,3,0,CSK,Indian,2012
106,ManpreetGony,71.0,6,3,58,0,0,1,0,DC,Indian,2012
107,DimitriMascarenhas,67.0,4,7,35,1,0,2,0,KXIP,Overseas,2012
108,NuwanKulasekara,64.5,5,4,38,1,0,4,0,CSK,Overseas,2012
109,HarmeetSinghBansal,64.0,7,6,33,3,0,1,0,KXIP,Indian,2012
110,AjitChandila,64.0,4,5,39,0,0,3,0,RR,Indian,2012
111,RossTaylor,62.0,12,0,0,12,7,3,0,DD,Overseas,2012
112,MichaelClarke,61.5,6,2,22,12,0,1,0,PWI,Overseas,2012
113,StuartBinny,61.0,8,3,15,9,3,1,0,RR,Indian,2012
114,ManishPandey,58.5,10,0,0,12,6,3,0,PWI,Indian,2012
115,KPAppanna,58.5,7,6,35,0,0,1,0,RCB,Indian,2012
116,SaurabhTiwary,58.0,15,0,0,9,8,3,0,RCB,Indian,2012
117,AndrewMcDonald,57.5,4,5,18,6,2,0,0,RCB,Overseas,2012
118,DebabrataDas,56.0,15,0,0,9,6,5,0,KKR,Indian,2012
119,DanielHarris,54.0,4,0,4,11,5,2,0,DC,Overseas,2012
120,YogeshNagar,54.0,13,0,1,13,3,4,0,DD,Indian,2012
121,DhawalKulkarni,54.0,2,6,23,2,0,2,0,MI,Indian,2012
122,LaxmiRatanShukla,51.0,11,1,5,4,5,6,0,KKR,Indian,2012
123,AndreRussell,49.5,4,1,28,3,3,0,0,DD,Overseas,2012
124,MithunManhas,49.0,10,0,0,10,4,4,0,PWI,Indian,2012
125,AlfonsoThomas,49.0,4,3,30,1,1,1,0,PWI,Overseas,2012
126,RobinPeterson,45.0,5,3,21,3,1,1,0,MI,Overseas,2012
127,RichardLevi,44.0,6,0,0,10,4,2,0,MI,Overseas,2012
128,GurkeeratMannSingh,42.0,5,0,0,12,2,2,0,KXIP,Indian,2012
129,BipulSharma,41.0,5,0,13,6,3,1,0,KXIP,Indian,2012
130,VenugopalRao,40.5,10,0,3,8,5,0,0,DD,Indian,2012
131,BhargavBhatt,36.5,5,2,26,0,1,0,0,KXIP,Indian,2012
132,AjitAgarkar,35.5,4,3,20,0,0,2,0,DD,Indian,2012
133,RoelofvanderMerwe,35.5,3,2,26,0,0,1,0,DD,Overseas,2012
134,ShreevatsGoswami,33.5,11,0,0,4,1,4,4,RR,Indian,2012
135,DavidMiller,31.5,6,0,0,6,4,1,0,KXIP,Overseas,2012
136,YoMahesh,31.0,5,3,18,0,0,1,0,CSK,Indian,2012
137,AnandRajan,28.5,4,3,18,0,0,0,0,DC,Indian,2012
138,AbhishekJhunjhunwala,28.5,5,1,14,1,1,2,0,DC,Indian,2012
139,AkshathReddy,28.5,5,1,3,6,2,0,0,DC,Indian,2012
140,JuanTheron,27.5,2,2,18,1,0,0,0,DC,Overseas,2012
141,MarchantdeLange,27.5,3,3,17,0,0,0,0,KKR,Overseas,2012
142,JamesFaulkner,27.0,2,3,14,0,0,1,0,KXIP,Overseas,2012
143,HerschelleGibbs,27.0,3,0,0,8,2,0,0,MI,Overseas,2012
144,DougBracewell,25.5,1,3,10,1,0,1,0,DD,Overseas,2012
145,AnustupMajumdar,24.5,4,0,0,7,2,0,0,PWI,Indian,2012
146,SiddharthChitnis,23.5,6,0,0,7,1,1,0,KXIP,Indian,2012
147,TPSudhindra,21.5,3,1,18,0,0,0,0,DC,Indian,2012
148,AaronFinch,20.0,2,0,0,8,0,0,0,DD,Overseas,2012
149,UnmuktChand,18.0,2,0,0,2,3,1,0,DD,Indian,2012
150,ClintMcKay,17.5,2,1,14,0,0,0,0,MI,Overseas,2012
151,DishantYagnik,17.5,5,0,0,5,0,2,0,RR,Indian,2012
152,BharatChipli,17.0,5,0,0,3,2,1,0,DC,Indian,2012
153,RyantenDoeschate,14.0,3,1,2,1,1,1,0,KKR,Overseas,2012
154,PaulValthaty,13.5,6,0,1,4,0,1,0,KXIP,Indian,2012
155,KrishnakantUpadhyay,13.5,1,0,10,0,1,0,0,PWI,Indian,2012
156,SreenathArvind,12.5,1,0,5,3,0,0,0,RCB,Indian,2012
157,CheteshwarPujara,11.0,3,0,0,1,1,2,0,RCB,Indian,2012
158,SyedMohammad,10.5,2,0,8,1,0,0,0,RCB,Indian,2012
159,CallumFerguson,10.0,4,0,0,3,0,1,0,PWI,Overseas,2012
160,SrikkanthAnirudha,9.5,4,0,0,1,2,0,0,CSK,Indian,2012
161,GlennMaxwell,9.5,2,1,6,0,0,0,0,DD,Overseas,2012
162,AbhishekNayar,8.5,4,0,0,2,1,0,0,KXIP,Indian,2012
163,PradeepSangwan,8.5,1,1,5,0,0,0,0,KKR,Indian,2012
164,TirumalasettiSuman,8.5,2,0,0,1,1,1,0,MI,Indian,2012
165,ThisaraPerera,7.0,2,0,2,0,0,2,0,MI,Overseas,2012
166,ChrisLynn,5.0,1,0,0,1,0,1,0,DC,Overseas,2012
167,AbuNechim,5.0,1,0,5,0,0,0,0,MI,Indian,2012
168,RahulShukla,5.0,1,0,5,0,0,0,0,MI,Indian,2012
169,AliMurtaza,5.0,1,0,5,0,0,0,0,PWI,Indian,2012
170,AbhimanyuMithun,5.0,1,0,5,0,0,0,0,RCB,Indian,2012
171,RameshPowar,3.0,1,0,3,0,0,0,0,KXIP,Indian,2012
172,IshankJaggi,2.5,3,0,0,0,0,1,0,DC,Indian,2012
173,TanmayMishra,2.5,1,0,0,0,0,1,0,DC,Overseas,2012
174,DwarakaRaviTeja,2.5,2,0,0,1,0,0,0,DC,Indian,2012
175,ParasDogra,2.5,3,0,0,0,0,1,0,KXIP,Indian,2012
176,DavyJacobs,2.5,1,0,0,0,0,1,0,MI,Overseas,2012
177,MohnishMishra,2.5,1,0,0,1,0,0,0,PWI,Indian,2012
178,MohammadKaif,2.5,1,0,0,1,0,0,0,RCB,Indian,2012
179,RajuBhatkal,2.5,1,0,0,0,0,1,0,RCB,Indian,2012
180,JaydevUnadkat,2.0,1,0,2,0,0,0,0,KKR,Indian,2012
181,LukeWright,2.0,1,0,2,0,0,0,0,PWI,Overseas,2012
182,AsadPathan,2.0,2,0,2,0,0,0,0,RCB,Indian,2012
183,WriddhimanSaha,0.0,4,0,0,0,0,0,0,CSK,Indian,2012
184,BiplapSamantray,0.0,1,0,0,0,0,0,0,DC,Indian,2012
185,SunnyGupta,0.0,1,0,0,0,0,0,0,DD,Indian,2012
186,SuryakumarYadav,0.0,1,0,0,0,0,0,0,MI,Indian,2012
187,AidenBlizzard,0.0,1,0,0,0,0,0,0,MI,Overseas,2012
188,HarpreetSingh,0.0,1,0,0,0,0,0,0,PWI,Indian,2012
189,ArunKarthik,0.0,1,0,0,0,0,0,0,RCB,Indian,2012
1,ShaneWatson,386.0,16,13,101,59,22,6,0,RR,Overseas,2013
2,ChrisGayle,349.0,16,3,10,57,51,3,0,RCB,Overseas,2013
3,DwayneBravo,320.0,18,32,135,11,3,14,0,CSK,Overseas,2013
4,HarbhajanSingh,317.0,19,24,163,12,5,9,0,MI,Indian,2013
5,DaleSteyn,304.5,17,19,211,5,2,3,0,SRH,Overseas,2013
6,MitchellJohnson,301.5,17,24,188,2,2,7,0,MI,Overseas,2013
7,KieronPollard,294.0,18,10,60,27,29,12,0,MI,Overseas,2013
8,ThisaraPerera,294.0,16,19,136,12,14,5,0,SRH,Overseas,2013
9,MichaelHussey,287.0,17,0,0,81,17,10,0,CSK,Overseas,2013
10,JamesFaulkner,286.0,16,28,161,5,2,3,0,RR,Overseas,2013
11,SunilNarine,279.0,16,22,180,0,2,6,0,KKR,Overseas,2013
12,JacquesKallis,273.5,16,16,112,35,3,3,0,KKR,Overseas,2013
13,ViratKohli,254.5,16,0,0,64,22,7,0,RCB,Indian,2013
14,AmitMishra,252.0,17,21,151,9,0,2,0,SRH,Indian,2013
15,VinayKumar,250.0,16,23,124,6,3,8,0,RCB,Indian,2013
16,MohitSharma,236.0,15,20,161,0,0,2,0,CSK,Indian,2013
17,BhuvneshwarKumar,228.5,16,13,167,3,1,2,0,PWI,Indian,2013
18,IshantSharma,227.5,16,15,160,0,0,6,0,SRH,Indian,2013
19,LasithMalinga,227.0,17,20,147,1,0,3,0,MI,Overseas,2013
20,AzharMahmood,226.5,11,15,99,22,5,1,0,KXIP,Overseas,2013
21,RavindraJadeja,219.0,18,13,95,17,6,6,0,CSK,Indian,2013
22,DineshKarthik,219.0,19,0,0,54,14,12,2,MI,Indian,2013
23,SureshRaina,218.5,18,1,2,50,18,10,0,CSK,Indian,2013
24,PraveenKumar,217.5,15,12,155,3,3,1,0,KXIP,Indian,2013
25,IrfanPathan,212.0,15,10,134,9,3,4,0,DD,Indian,2013
26,MSDhoni,210.0,18,0,0,32,25,15,2,CSK,Indian,2013
27,RohitSharma,206.0,19,0,3,35,28,7,0,MI,Indian,2013
28,UmeshYadav,205.5,16,16,126,3,1,5,0,DD,Indian,2013
29,AaronFinch,204.5,14,1,5,54,16,2,0,PWI,Overseas,2013
30,KevonCooper,201.5,14,19,98,4,2,8,0,RR,Overseas,2013
31,DwayneSmith,200.5,13,2,7,40,19,8,0,MI,Overseas,2013
32,RavichandranAshwin,193.5,18,15,121,4,0,4,0,CSK,Indian,2013
33,StuartBinny,190.0,17,6,57,25,12,3,0,RR,Indian,2013
34,ParvinderAwana,188.0,14,15,133,0,0,1,0,KXIP,Indian,2013
35,RahulDravid,185.0,18,0,0,64,5,3,0,RR,Indian,2013
36,PiyushChawla,181.0,16,11,117,5,3,1,0,KXIP,Indian,2013
37,ChrisMorris,178.0,16,15,113,0,0,5,0,CSK,Overseas,2013
38,RaviRampaul,175.5,10,13,109,3,1,4,0,RCB,Overseas,2013
39,DavidMiller,174.0,12,0,0,28,24,8,0,KXIP,Overseas,2013
40,SiddharthTrivedi,174.0,17,12,122,0,0,4,0,RR,Indian,2013
41,AshokDinda,171.0,13,16,105,1,0,3,0,PWI,Indian,2013
42,PragyanOjha,169.0,16,16,108,0,0,2,0,MI,Indian,2013
43,AjinkyaRahane,168.5,18,0,0,42,11,10,0,RR,Indian,2013
44,LakshmipathyBalaji,167.5,13,12,113,1,0,4,0,KKR,Indian,2013
45,DavidWarner,166.5,16,0,0,41,14,6,0,DD,Overseas,2013
46,RobinUthappa,164.5,16,0,0,42,12,7,0,PWI,Indian,2013
47,KarnSharma,158.5,13,11,88,6,2,4,0,SRH,Indian,2013
48,AdamGilchrist,158.0,13,1,1,41,6,12,0,KXIP,Overseas,2013
49,ABdeVilliers,157.5,14,0,0,34,15,8,0,RCB,Overseas,2013
50,YusufPathan,151.5,16,1,14,30,14,4,0,KKR,Indian,2013
51,GautamGambhir,150.0,16,0,0,51,5,2,0,KKR,Indian,2013
52,YuvrajSingh,150.0,13,6,39,14,15,1,0,PWI,Indian,2013
53,JaydevUnadkat,150.0,13,13,102,0,0,1,0,RCB,Indian,2013
54,DarrenSammy,148.0,10,8,50,11,10,3,0,SRH,Overseas,2013
55,MoisesHenriques,147.5,10,7,50,20,3,5,0,RCB,Overseas,2013
56,RPSingh,143.5,11,13,88,0,0,4,0,RCB,Indian,2013
57,ShahbazNadeem,141.5,12,9,95,1,0,5,0,DD,Indian,2013
58,MorneMorkel,141.0,10,7,91,6,3,0,0,DD,Overseas,2013
59,VirenderSehwag,136.0,13,0,0,41,6,5,0,DD,Indian,2013
60,ManvinderBisla,136.0,14,0,0,36,6,7,3,KKR,Indian,2013
61,EoinMorgan,130.5,14,0,0,28,13,6,0,KKR,Overseas,2013
62,MahelaJayawardene,128.5,15,0,0,39,6,4,0,DD,Overseas,2013
63,RajatBhatia,128.0,15,11,59,8,3,0,0,KKR,Indian,2013
64,AngeloMathews,127.5,11,5,50,5,10,5,0,PWI,Overseas,2013
65,MitchellMarsh,127.0,9,7,35,6,10,7,0,PWI,Overseas,2013
66,ParthivPatel,126.5,13,0,0,37,4,5,3,SRH,Indian,2013
67,AshishNehra,125.0,10,11,84,0,0,1,0,DD,Indian,2013
68,RahulSharma,124.0,11,9,85,1,0,2,0,PWI,Indian,2013
69,SachinTendulkar,122.5,14,0,0,38,5,4,0,MI,Indian,2013
70,ShaunMarsh,119.0,8,0,0,39,4,3,0,KXIP,Overseas,2013
71,ShikharDhawan,117.5,10,0,0,37,5,3,0,SRH,Indian,2013
72,BradHodge,117.0,17,0,3,27,9,6,0,RR,Overseas,2013
73,MuraliVijay,115.5,15,0,0,27,8,8,0,CSK,Indian,2013
74,MuraliKartik,112.5,11,9,71,0,0,4,0,RCB,Indian,2013
75,SachithraSenanayake,109.5,8,9,73,0,0,2,0,KKR,Overseas,2013
76,ManpreetGony,107.0,8,7,62,4,3,0,0,KXIP,Indian,2013
77,MandeepSingh,105.0,16,0,0,36,0,6,0,KXIP,Indian,2013
78,AlbieMorkel,104.0,8,7,59,2,3,2,0,CSK,Overseas,2013
79,CameronWhite,103.0,13,1,5,18,7,10,0,SRH,Overseas,2013
80,DavidHussey,100.0,12,0,19,20,6,4,0,KXIP,Overseas,2013
81,SanjuSamson,97.5,11,0,0,19,5,13,0,RR,Indian,2013
82,AjitChandila,95.0,8,6,64,0,0,4,0,RR,Indian,2013
83,AmbatiRayudu,89.0,19,0,0,22,4,8,0,MI,Indian,2013
84,ShanthakumaranSreesanth,84.5,7,5,67,0,0,0,0,RR,Indian,2013
85,JohanBotha,83.0,6,5,37,5,1,5,0,DD,Overseas,2013
86,DhawalKulkarni,81.0,6,8,53,0,0,0,0,MI,Indian,2013
87,BenRohrer,78.5,8,0,1,21,5,3,0,DD,Overseas,2013
88,HanumaVihari,76.5,17,1,17,17,1,4,0,SRH,Indian,2013
89,AshishReddy,75.5,12,3,10,8,5,7,0,SRH,Indian,2013
90,LukeWright,74.5,6,2,12,16,3,2,0,PWI,Overseas,2013
91,DirkNannes,71.5,5,4,50,0,0,3,0,CSK,Overseas,2013
92,MananVohra,69.5,12,0,0,22,2,3,0,KXIP,Indian,2013
93,SandeepSharma,69.0,4,8,41,0,0,0,0,KXIP,Indian,2013
94,DishantYagnik,67.0,12,0,0,17,2,6,1,RR,Indian,2013
95,UnmuktChand,66.5,9,0,0,17,4,4,0,DD,Indian,2013
96,IqbalAbdulla,65.5,5,7,41,0,0,0,0,KKR,Indian,2013
97,JasonHolder,61.5,6,2,47,0,0,3,0,CSK,Overseas,2013
98,SteveSmith,61.5,7,0,0,15,4,4,0,PWI,Overseas,2013
99,SiddarthKaul,60.5,6,4,44,0,0,1,0,DD,Indian,2013
100,BrettLee,60.0,3,4,34,1,2,1,0,KKR,Overseas,2013
101,ManojTiwary,58.5,10,0,0,12,1,10,0,KKR,Indian,2013
102,WayneParnell,56.5,4,6,33,0,0,1,0,PWI,Overseas,2013
103,RishiDhawan,56.0,6,2,34,3,0,3,0,MI,Indian,2013
104,MuttiahMuralitharan,55.0,6,3,42,0,0,1,0,RCB,Overseas,2013
105,ManishPandey,53.0,7,0,0,11,3,6,0,PWI,Indian,2013
106,KedarJadhav,52.5,12,0,0,8,5,4,2,DD,Indian,2013
107,AdityaTare,52.5,5,0,0,14,5,0,0,MI,Indian,2013
108,GurkeeratMannSingh,48.0,11,0,0,10,3,4,1,KXIP,Indian,2013
109,HarmeetSinghBansal,47.0,3,5,27,0,0,1,0,KXIP,Indian,2013
110,BiplapSamantray,47.0,8,0,0,13,2,3,0,SRH,Indian,2013
111,RyanHarris,43.5,3,1,40,0,0,0,0,KXIP,Overseas,2013
112,KaneRichardson,43.5,3,2,28,2,1,0,0,PWI,Overseas,2013
113,MunafPatel,42.5,4,3,32,0,0,0,0,MI,Indian,2013
114,RajagopalSathish,41.0,9,0,1,9,5,0,0,KXIP,Indian,2013
115,RoelofvanderMerwe,40.5,3,3,25,2,0,0,0,DD,Overseas,2013
116,KumarSangakkara,40.0,9,0,0,13,0,3,0,SRH,Overseas,2013
117,ArunKarthik,38.5,12,0,0,3,1,9,2,RCB,Indian,2013
118,ZaheerKhan,38.0,2,5,18,0,0,1,0,RCB,Indian,2013
119,CheteshwarPujara,37.5,4,0,0,14,0,1,0,RCB,Indian,2013
120,VikramjeetMalik,37.0,3,2,30,0,0,0,0,RR,Indian,2013
121,RyantenDoeschate,36.0,4,0,4,9,2,1,0,KKR,Overseas,2013
122,AjanthaMendis,36.0,3,2,29,0,0,0,0,PWI,Overseas,2013
123,DebabrataDas,35.0,10,0,0,5,5,2,0,KKR,Indian,2013
124,AbhishekNayar,35.0,11,2,13,5,0,1,0,PWI,Indian,2013
125,TillakaratneDilshan,35.0,5,0,0,12,0,2,0,RCB,Overseas,2013
126,AbuNechim,34.0,2,3,21,0,0,1,0,MI,Indian,2013
127,AnandRajan,33.5,2,2,24,0,0,1,0,SRH,Indian,2013
128,MayankAgarwal,33.0,5,0,0,6,3,3,0,RCB,Indian,2013
129,AliMurtaza,32.5,3,3,17,1,0,1,0,PWI,Indian,2013
130,TirumalasettiSuman,31.5,7,1,3,8,0,2,0,PWI,Indian,2013
131,AnkeetChavan,31.5,3,1,28,0,0,0,0,RR,Indian,2013
132,ManpreetJuneja,31.0,7,0,0,11,1,0,0,DD,Indian,2013
133,RahulShukla,30.5,3,3,15,0,0,2,0,RR,Indian,2013
134,SubramaniamBadrinath,30.0,18,0,0,11,0,1,0,CSK,Indian,2013
135,RyanMcLaren,30.0,2,3,17,0,0,1,0,KKR,Overseas,2013
136,WriddhimanSaha,29.0,3,0,0,6,4,0,0,CSK,Indian,2013
137,SaurabhTiwary,29.0,9,0,0,4,4,2,0,RCB,Indian,2013
138,AkshathReddy,27.5,7,0,0,9,0,2,0,SRH,Indian,2013
139,JaspritBumrah,26.5,2,3,16,0,0,0,0,MI,Indian,2013
140,ShaunTait,26.5,3,1,23,0,0,0,0,RR,Overseas,2013
141,MohammedShami,24.5,3,1,21,0,0,0,0,KKR,Indian,2013
142,PravinTambe,23.5,3,1,20,0,0,0,0,RR,Indian,2013
143,SyedMohammad,23.0,4,3,10,1,0,0,0,RCB,Indian,2013
144,GlennMaxwell,21.0,3,0,2,1,4,1,0,MI,Overseas,2013
145,NathanCoulter-Nile,20.5,1,1,11,0,1,1,0,MI,Overseas,2013
146,AjitAgarkar,19.5,4,0,17,0,0,1,0,DD,Indian,2013
147,JeevanMendis,19.5,3,1,11,0,0,2,0,DD,Overseas,2013
148,MarlonSamuels,16.5,2,1,8,1,0,1,0,PWI,Overseas,2013
149,LukePomersbach,16.0,3,0,0,5,1,0,0,KXIP,Overseas,2013
150,SumitNarwal,16.0,2,0,6,4,0,0,0,KKR,Indian,2013
151,RickyPonting,16.0,6,0,0,3,1,2,0,MI,Overseas,2013
152,BhargavBhatt,15.5,2,1,12,0,0,0,0,KXIP,Indian,2013
153,LaxmiRatanShukla,15.5,4,1,7,0,0,2,0,KKR,Indian,2013
154,ParveezRasool,15.5,2,1,12,0,0,0,0,PWI,Indian,2013
155,HarmeetSingh,15.5,1,1,12,0,0,0,0,RR,Indian,2013
156,PawanSuyal,15.0,1,1,9,0,0,1,0,MI,Indian,2013
157,LokeshRahul,15.0,5,0,0,4,0,2,0,RCB,Indian,2013
158,BipulSharma,14.5,1,1,11,0,0,0,0,KXIP,Indian,2013
159,DanChristian,14.0,2,0,14,0,0,0,0,RCB,Overseas,2013
160,CMGautam,13.5,3,0,0,4,1,0,0,DD,Indian,2013
161,RossTaylor,13.5,5,0,0,2,1,2,0,PWI,Overseas,2013
162,BenLaughlin,12.5,2,1,9,0,0,0,0,CSK,Overseas,2013
163,AndreRussell,12.5,3,0,10,0,0,1,0,DD,Overseas,2013
164,KrishnakantUpadhyay,12.5,2,0,10,0,0,1,0,PWI,Indian,2013
165,AbhimanyuMithun,12.5,1,1,9,0,0,0,0,RCB,Indian,2013
166,QuintondeKock,12.5,3,0,0,1,0,3,1,SRH,Overseas,2013
167,AnkitRajpoot,11.5,2,1,8,0,0,0,0,CSK,Indian,2013
168,RaiphiGomez,11.5,2,0,4,1,0,2,0,PWI,Indian,2013
169,JacobOram,11.0,1,0,11,0,0,0,0,MI,Overseas,2013
170,IshwarPandey,10.5,2,1,7,0,0,0,0,PWI,Indian,2013
171,PradeepSangwan,9.5,2,0,7,1,0,0,0,KKR,Indian,2013
172,YuzvendraChahal,8.0,1,0,8,0,0,0,0,MI,Indian,2013
173,MithunManhas,7.5,3,0,0,1,0,2,0,PWI,Indian,2013
174,KushalJanithPerera,7.5,2,0,0,3,0,0,0,RR,Overseas,2013
175,AndrewMcDonald,7.5,1,1,4,0,0,0,0,RCB,Overseas,2013
176,AnkitSharma,7.5,1,0,5,0,0,1,0,SRH,Indian,2013
177,DimitriMascarenhas,7.0,1,0,7,0,0,0,0,KXIP,Overseas,2013
178,SamuelBadree,7.0,1,0,7,0,0,0,0,RR,Overseas,2013
179,SarabjitLadda,6.5,1,1,3,0,0,0,0,KKR,Indian,2013
180,BharatChipli,6.0,1,0,0,1,1,0,0,DD,Indian,2013
181,NamanOjha,5.0,2,0,0,1,0,1,0,DD,Indian,2013
182,MichaelNeser,5.0,1,0,5,0,0,0,0,KXIP,Overseas,2013
183,MaheshRawat,5.0,2,0,0,0,0,1,1,PWI,Indian,2013
184,UditBirla,5.0,2,0,0,1,0,1,0,PWI,Indian,2013
185,BradHogg,5.0,1,0,5,0,0,0,0,RR,Overseas,2013
186,OwaisShah,5.0,2,0,0,2,0,0,0,RR,Overseas,2013
187,SachinBaby,5.0,4,0,0,0,0,2,0,RR,Indian,2013
188,PawanNegi,3.0,1,0,3,0,0,0,0,DD,Indian,2013
189,BrendonMcCullum,2.5,1,0,0,1,0,0,0,KKR,Overseas,2013
190,ParasDogra,2.5,1,0,0,0,0,1,0,KKR,Indian,2013
191,AbhinavMukund,2.5,1,0,0,1,0,0,0,RCB,Indian,2013
192,SrikkanthAnirudha,0.0,1,0,0,0,0,0,0,CSK,Indian,2013
193,VenugopalRao,0.0,1,0,0,0,0,0,0,DD,Indian,2013
194,PaulValthaty,0.0,1,0,0,0,0,0,0,KXIP,Indian,2013
195,AshokMenaria,0.0,1,0,0,0,0,0,0,RR,Indian,2013
196,KarunNair,0.0,2,0,0,0,0,0,0,RCB,Indian,2013
